,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased
350,BR,Bihar,BR_Bhojpur,Bhojpur,4968,39,4887,42
351,RJ,Rajasthan,RJ_Barmer,Barmer,4941,132,4760,49
352,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,4938,4936,2,0
353,GJ,Gujarat,GJ_Junagadh,Junagadh,4888,192,4663,33
354,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,4844,4836,8,0
355,BR,Bihar,BR_Madhepura,Madhepura,4815,37,4761,17
356,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,4784,216,4492,76
357,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,4782,101,4598,83
358,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,4764,17,4709,38
359,UP,Uttar Pradesh,UP_Sitapur,Sitapur,4742,103,4563,76
360,PB,Punjab,PB_Kapurthala,Kapurthala,4723,114,4413,196
361,HR,Haryana,HR_Jind,Jind,4718,136,4493,89
362,CT,Chhattisgarh,CT_Koriya,Koriya,4711,80,4594,37
363,UP,Uttar Pradesh,UP_Chandauli,Chandauli,4702,130,4513,59
364,OR,Odisha,OR_Subarnapur,Subarnapur,4696,7,4668,21
365,BR,Bihar,BR_Siwan,Siwan,4675,65,4579,31
366,HR,Haryana,HR_Fatehabad,Fatehabad,4659,41,4502,116
367,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,4644,399,4211,34
368,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,4643,53,4530,60
369,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,4632,11,4573,48
370,MP,Madhya Pradesh,MP_Ujjain,Ujjain,4627,221,4304,102
371,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,4597,61,4453,83
372,AS,Assam,AS_Kamrup,Kamrup,4590,2481,2074,35
373,GJ,Gujarat,GJ_Banaskantha,Banaskantha,4564,-48,4574,38
374,PB,Punjab,PB_Ferozepur,Ferozepur,4521,33,4346,142
375,AS,Assam,AS_Nagaon,Nagaon,4515,1983,2506,26
376,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,4505,34,4419,52
377,UP,Uttar Pradesh,UP_Unnao,Unnao,4478,174,4221,83
378,CT,Chhattisgarh,CT_Bametara,Bametara,4467,260,4154,53
379,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,4462,77,4342,43
380,BR,Bihar,BR_Jehanabad,Jehanabad,4461,71,4370,20
381,JH,Jharkhand,JH_Ramgarh,Ramgarh,4447,65,4355,27
382,MP,Madhya Pradesh,MP_Ratlam,Ratlam,4387,273,4037,77
383,HR,Haryana,HR_Palwal,Palwal,4373,28,4319,26
384,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,4372,75,4261,36
385,BR,Bihar,BR_Sitamarhi,Sitamarhi,4354,70,4270,14
386,PB,Punjab,PB_Sangrur,Sangrur,4352,24,4128,200
387,HP,Himachal Pradesh,HP_Kullu,Kullu,4349,80,4185,82
388,RJ,Rajasthan,RJ_Churu,Churu,4330,124,4166,40
389,UP,Uttar Pradesh,UP_Hapur,Hapur,4310,110,4132,68
390,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,4304,4302,2,0
391,BR,Bihar,BR_Kishanganj,Kishanganj,4279,114,4152,13
392,UP,Uttar Pradesh,UP_Bijnor,Bijnor,4265,116,4090,59
393,UP,Uttar Pradesh,UP_Amroha,Amroha,4228,69,4109,50
394,MH,Maharashtra,MH_Hingoli,Hingoli,4174,94,3984,96
395,GJ,Gujarat,GJ_Patan,Patan,4160,65,4042,53
396,BR,Bihar,BR_Munger,Munger,4148,49,4049,50
397,BR,Bihar,BR_Nawada,Nawada,4146,140,3983,23
398,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,4137,62,3998,77
399,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,4123,263,3717,16
400,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,4079,69,3953,57
401,UP,Uttar Pradesh,UP_Bahraich,Bahraich,4054,65,3915,74
402,TR,Tripura,TR_South Tripura,South Tripura,4051,23,4002,23
403,GJ,Gujarat,GJ_Panchmahal,Panchmahal,4049,150,3878,21
404,BR,Bihar,BR_Darbhanga,Darbhanga,4038,47,3959,32
405,GJ,Gujarat,GJ_Kutch,Kutch,3997,214,3750,33
406,CT,Chhattisgarh,CT_Bijapur,Bijapur,3980,19,3933,28
407,OR,Odisha,OR_Gajapati,Gajapati,3977,4,3940,33
408,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,3977,37,3889,51
409,BR,Bihar,BR_Buxar,Buxar,3973,37,3918,18
410,CT,Chhattisgarh,CT_Gariaband,Gariaband,3938,33,3858,47
411,TR,Tripura,TR_Gomati,Gomati,3925,5,3875,44
412,UP,Uttar Pradesh,UP_Jalaun,Jalaun,3908,96,3766,46
413,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,3872,366,3466,40
414,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,3863,3863,0,0
415,PB,Punjab,PB_Faridkot,Faridkot,3855,61,3720,74
416,GJ,Gujarat,GJ_Bharuch,Bharuch,3845,138,3689,18
417,PB,Punjab,PB_Fazilka,Fazilka,3837,49,3720,68
418,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,3835,177,3604,54
419,UP,Uttar Pradesh,UP_Budaun,Budaun,3835,46,3744,45
420,CT,Chhattisgarh,CT_Mungeli,Mungeli,3829,37,3768,24
421,MP,Madhya Pradesh,MP_Dhar,Dhar,3826,100,3670,56
422,UP,Uttar Pradesh,UP_Firozabad,Firozabad,3810,37,3705,68
423,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,3808,55,3657,96
424,AS,Assam,AS_Golaghat,Golaghat,3803,2101,1656,46
425,MP,Madhya Pradesh,MP_Rewa,Rewa,3797,115,3649,33
426,PY,Puducherry,PY_Karaikal,Karaikal,3781,43,3676,62
427,GJ,Gujarat,GJ_Amreli,Amreli,3773,90,3651,32
428,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,3767,137,3564,66
429,HR,Haryana,HR_Kaithal,Kaithal,3756,39,3668,49
430,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,3742,88,3581,73
431,RJ,Rajasthan,RJ_Dholpur,Dholpur,3728,71,3628,29
432,UP,Uttar Pradesh,UP_Banda,Banda,3722,102,3580,40
433,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,3721,279,3404,38
434,CT,Chhattisgarh,CT_Sukma,Sukma,3717,51,3656,10
435,BR,Bihar,BR_Lakhisarai,Lakhisarai,3717,141,3567,9
436,NL,Nagaland,NL_Kohima,Kohima,3710,76,3584,21
437,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,3660,24,3624,12
438,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,3649,277,3265,16
439,TG,Telangana,TG_Warangal Rural,Warangal Rural,3617,3617,0,0
440,JH,Jharkhand,JH_Deoghar,Deoghar,3607,20,3564,23
441,RJ,Rajasthan,RJ_Sirohi,Sirohi,3604,139,3438,27
442,UP,Uttar Pradesh,UP_Amethi,Amethi,3592,104,3451,37
443,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,3582,57,3466,59
444,TG,Telangana,TG_Medak,Medak,3543,3539,4,0
445,UP,Uttar Pradesh,UP_Shamli,Shamli,3540,36,3475,29
446,GA,Goa,GA_South Goa,South Goa,3511,1978,1407,126
447,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,3500,64,3407,29
448,TG,Telangana,TG_Jangaon,Jangaon,3492,3491,1,0
449,JH,Jharkhand,JH_Palamu,Palamu,3486,44,3422,20
450,TG,Telangana,TG_Wanaparthy,Wanaparthy,3480,3480,0,0
451,MP,Madhya Pradesh,MP_Vidisha,Vidisha,3472,121,3290,61
452,UP,Uttar Pradesh,UP_Auraiya,Auraiya,3472,77,3349,46
453,TR,Tripura,TR_Dhalai,Dhalai,3471,9,3443,18
454,UP,Uttar Pradesh,UP_Kannauj,Kannauj,3454,32,3375,47
455,BR,Bihar,BR_Banka,Banka,3446,101,3326,19
456,GJ,Gujarat,GJ_Surendranagar,Surendranagar,3431,182,3237,12
457,JH,Jharkhand,JH_Koderma,Koderma,3419,23,3368,28
458,JH,Jharkhand,JH_Giridih,Giridih,3414,9,3391,14
459,CT,Chhattisgarh,CT_Balrampur,Balrampur,3411,146,3253,12
460,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,3403,60,3316,27
461,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,3389,141,3206,42
462,JK,Jammu and Kashmir,JK_Doda,Doda,3385,56,3266,63
463,RJ,Rajasthan,RJ_Tonk,Tonk,3383,134,3215,34
464,UT,Uttarakhand,UT_Chamoli,Chamoli,3374,151,3143,15
465,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,3373,104,3245,24
466,AS,Assam,AS_Tinsukia,Tinsukia,3366,1525,1798,43
467,PB,Punjab,PB_Rupnagar,Rupnagar,3329,109,3058,162
468,CT,Chhattisgarh,CT_Jashpur,Jashpur,3324,184,3117,23
469,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,3321,3295,25,1
470,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,3309,73,3190,46
471,MP,Madhya Pradesh,MP_Satna,Satna,3266,94,3131,41
472,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,3249,46,3159,44
473,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,3204,431,2736,37
474,MP,Madhya Pradesh,MP_Betul,Betul,3195,88,3038,69
475,MP,Madhya Pradesh,MP_Morena,Morena,3192,15,3150,27
476,JK,Jammu and Kashmir,JK_Kathua,Kathua,3186,60,3078,48
477,UP,Uttar Pradesh,UP_Sambhal,Sambhal,3171,173,2954,44
478,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,3163,124,3010,29
479,BR,Bihar,BR_Jamui,Jamui,3141,20,3111,10
480,BR,Bihar,BR_Khagaria,Khagaria,3070,20,3038,12
481,GJ,Gujarat,GJ_Morbi,Morbi,3059,232,2809,18
482,UT,Uttarakhand,UT_Almora,Almora,3050,189,2744,24
483,UP,Uttar Pradesh,UP_Mau,Mau,3039,38,2962,39
484,MP,Madhya Pradesh,MP_Balaghat,Balaghat,3008,88,2907,13
485,AS,Assam,AS_Lakhimpur,Lakhimpur,3006,1847,1135,24
486,GJ,Gujarat,GJ_Dahod,Dahod,2993,137,2849,7
487,BR,Bihar,BR_Sheikhpura,Sheikhpura,2977,5,2959,13
488,WB,West Bengal,WB_Jhargram,Jhargram,2959,33,2904,22
489,GJ,Gujarat,GJ_Kheda,Kheda,2951,88,2847,16
490,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,2935,90,2833,12
491,MP,Madhya Pradesh,MP_Neemuch,Neemuch,2918,109,2772,37
492,MP,Madhya Pradesh,MP_Shahdol,Shahdol,2916,62,2824,30
493,TR,Tripura,TR_Sipahijala,Sipahijala,2876,6,2833,37
494,TG,Telangana,TG_Mulugu,Mulugu,2871,2869,2,0
495,RJ,Rajasthan,RJ_Bundi,Bundi,2866,237,2610,19
496,HP,Himachal Pradesh,HP_Chamba,Chamba,2849,149,2648,49
497,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,2846,194,2627,24
498,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,2829,222,2561,45
499,JH,Jharkhand,JH_Garhwa,Garhwa,2785,33,2740,12
500,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,2782,133,2636,13
501,OR,Odisha,OR_Boudh,Boudh,2772,10,2751,11
502,TR,Tripura,TR_Unokoti,Unokoti,2766,7,2736,23
503,TR,Tripura,TR_North Tripura,North Tripura,2754,16,2715,16
504,MZ,Mizoram,MZ_Aizawl,Aizawl,2747,60,2680,7
505,MP,Madhya Pradesh,MP_Dewas,Dewas,2745,64,2655,26
506,JK,Jammu and Kashmir,JK_Samba,Samba,2744,172,2534,38
507,PB,Punjab,PB_Moga,Moga,2737,41,2603,93
508,HP,Himachal Pradesh,HP_Una,Una,2727,145,2546,36
509,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,2717,21,2675,21
510,MP,Madhya Pradesh,MP_Barwani,Barwani,2708,108,2576,24
511,TG,Telangana,TG_Adilabad,Adilabad,2705,2690,15,0
512,GA,Goa,GA_North Goa,North Goa,2668,1639,964,65
513,MP,Madhya Pradesh,MP_Sehore,Sehore,2662,93,2521,48
514,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,2658,45,2571,42
515,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,2658,64,2541,53
516,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,2647,143,2471,33
517,MP,Madhya Pradesh,MP_Damoh,Damoh,2627,148,2403,76
518,MN,Manipur,MN_CAPF Personnel,CAPF Personnel,2620,1219,1399,2
519,AS,Assam,AS_Sonitpur,Sonitpur,2548,802,1727,19
520,TG,Telangana,TG_Nirmal,Nirmal,2519,2506,13,0
521,UP,Uttar Pradesh,UP_Etah,Etah,2505,75,2403,27
522,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,2501,30,2360,111
523,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,2495,93,2364,38
524,RJ,Rajasthan,RJ_Baran,Baran,2473,248,2192,33
525,AP,Andhra Pradesh,AP_Other State,Other State,2461,0,2461,0
526,JK,Jammu and Kashmir,JK_Punch,Punch,2444,24,2397,23
527,RJ,Rajasthan,RJ_Dausa,Dausa,2396,114,2258,24
528,TG,Telangana,TG_Vikarabad,Vikarabad,2394,2378,15,1
529,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,2392,2392,0,0
530,PB,Punjab,PB_Mansa,Mansa,2390,43,2296,51
531,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,2365,43,2240,82
532,MP,Madhya Pradesh,MP_Jhabua,Jhabua,2356,107,2222,27
533,MP,Madhya Pradesh,MP_Raisen,Raisen,2338,59,2234,45
534,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,2321,153,2144,24
535,BR,Bihar,BR_Arwal,Arwal,2313,53,2249,11
536,UP,Uttar Pradesh,UP_Baghpat,Baghpat,2278,55,2189,34
537,PB,Punjab,PB_Barnala,Barnala,2274,50,2160,64
538,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,2268,102,2107,59
539,MN,Manipur,MN_Thoubal,Thoubal,2263,2200,23,40
540,JH,Jharkhand,JH_Gumla,Gumla,2262,39,2219,4
541,GJ,Gujarat,GJ_Anand,Anand,2258,59,2182,17
542,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,2257,20,2211,26
543,TN,Tamil Nadu,TN_Perambalur,Perambalur,2256,2,2233,21
544,MP,Madhya Pradesh,MP_Khandwa,Khandwa,2231,40,2128,63
545,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,2206,86,2099,21
546,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,2199,92,2091,10
547,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,2169,169,1975,25
548,WB,West Bengal,WB_Kalimpong,Kalimpong,2161,52,2086,23
549,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,2144,37,2093,14
550,MP,Madhya Pradesh,MP_Katni,Katni,2128,48,2063,17
551,RJ,Rajasthan,RJ_Banswara,Banswara,2120,186,1900,34
552,JH,Jharkhand,JH_Khunti,Khunti,2108,7,2095,6
553,PB,Punjab,PB_Tarn Taran,Tarn Taran,2104,14,1986,104
554,JK,Jammu and Kashmir,JK_Ramban,Ramban,2103,31,2051,21
555,PY,Puducherry,PY_Yanam,Yanam,2099,10,2044,45
556,LA,Ladakh,LA_Kargil,Kargil,2095,9,2043,43
557,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,2095,66,1995,34
558,UP,Uttar Pradesh,UP_Balrampur,Balrampur,2090,88,1969,33
559,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,2084,98,1960,26
560,JH,Jharkhand,JH_Godda,Godda,2075,9,2056,10
561,BR,Bihar,BR_Kaimur,Kaimur,2062,17,2035,10
562,MP,Madhya Pradesh,MP_Harda,Harda,2027,46,1947,34
563,JH,Jharkhand,JH_Simdega,Simdega,2016,16,1995,5
564,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,2012,59,1921,32
565,MP,Madhya Pradesh,MP_Anuppur,Anuppur,1995,18,1963,14
566,AS,Assam,AS_Darrang,Darrang,1967,219,1730,18
567,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,1955,7,1946,2
568,GJ,Gujarat,GJ_Mahisagar,Mahisagar,1942,104,1831,7
569,MP,Madhya Pradesh,MP_Sidhi,Sidhi,1942,48,1881,13
570,GJ,Gujarat,GJ_Narmada,Narmada,1939,49,1889,1
571,UP,Uttar Pradesh,UP_Kasganj,Kasganj,1938,58,1874,6
572,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,1915,42,1871,2
573,JH,Jharkhand,JH_Latehar,Latehar,1884,20,1857,7
574,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,1860,50,1767,43
575,MP,Madhya Pradesh,MP_Singrauli,Singrauli,1856,47,1783,26
576,TR,Tripura,TR_Khowai,Khowai,1835,7,1797,31
577,MP,Madhya Pradesh,MP_Datia,Datia,1819,57,1742,20
578,JH,Jharkhand,JH_Lohardaga,Lohardaga,1765,26,1729,10
579,PY,Puducherry,PY_Mahe,Mahe,1763,89,1666,8
580,AS,Assam,AS_Dhubri,Dhubri,1723,496,1215,12
581,UT,Uttarakhand,UT_Champawat,Champawat,1712,109,1521,8
582,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,1709,14,1679,16
583,MP,Madhya Pradesh,MP_Shajapur,Shajapur,1689,69,1598,22
584,HR,Haryana,HR_Nuh,Nuh,1685,16,1639,30
585,AS,Assam,AS_Hojai,Hojai,1646,472,1160,14
586,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,1645,5,1634,1
587,AS,Assam,AS_Hailakandi,Hailakandi,1632,509,1116,7
588,JH,Jharkhand,JH_Sahibganj,Sahibganj,1631,14,1608,9
589,JK,Jammu and Kashmir,JK_Reasi,Reasi,1624,50,1559,15
590,GJ,Gujarat,GJ_Navsari,Navsari,1572,26,1538,8
591,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,1566,18,1527,21
592,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,1521,1519,2,0
593,RJ,Rajasthan,RJ_Karauli,Karauli,1505,41,1444,20
594,UT,Uttarakhand,UT_Bageshwar,Bageshwar,1494,154,1322,18
595,SK,Sikkim,SK_East Sikkim,East Sikkim,1494,385,1106,3
596,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,1492,55,1412,25
597,MP,Madhya Pradesh,MP_Seoni,Seoni,1483,34,1439,10
598,MP,Madhya Pradesh,MP_Bhind,Bhind,1457,25,1422,10
599,UP,Uttar Pradesh,UP_Mahoba,Mahoba,1454,32,1411,11
600,MP,Madhya Pradesh,MP_Guna,Guna,1445,56,1363,26
601,BR,Bihar,BR_Sheohar,Sheohar,1440,34,1405,1
602,MN,Manipur,MN_Churachandpur,Churachandpur,1411,1327,58,26
603,JH,Jharkhand,JH_Chatra,Chatra,1407,17,1379,11
604,MP,Madhya Pradesh,MP_Sheopur,Sheopur,1405,43,1348,14
605,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,1404,3,1376,1
606,JH,Jharkhand,JH_Dumka,Dumka,1374,13,1347,14
607,GJ,Gujarat,GJ_Valsad,Valsad,1362,20,1333,9
608,ML,Meghalaya,ML_Ribhoi,Ribhoi,1350,24,1324,2
609,MN,Manipur,MN_Tamenglong,Tamenglong,1333,1295,32,6
610,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,1313,32,1265,16
611,AS,Assam,AS_Bongaigaon,Bongaigaon,1303,462,834,7
612,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,1302,36,1248,18
613,UP,Uttar Pradesh,UP_Hathras,Hathras,1285,12,1266,7
614,MN,Manipur,MN_Bishnupur,Bishnupur,1275,1196,58,21
615,OR,Odisha,OR_Deogarh,Deogarh,1274,15,1254,5
616,AR,Arunachal Pradesh,AR_Changlang,Changlang,1273,1,1268,4
617,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,1254,39,1188,27
618,JH,Jharkhand,JH_Jamtara,Jamtara,1248,11,1233,4
619,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,1246,33,1200,13
620,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,1241,40,1189,12
621,MP,Madhya Pradesh,MP_Umaria,Umaria,1234,41,1177,16
622,AS,Assam,AS_Karimganj,Karimganj,1200,219,955,26
623,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,1198,94,1085,19
624,MP,Madhya Pradesh,MP_Mandla,Mandla,1195,37,1148,10
625,GJ,Gujarat,GJ_Aravalli,Aravalli,1149,62,1061,26
626,AR,Arunachal Pradesh,AR_East Siang,East Siang,1126,10,1112,4
627,AS,Assam,AS_Barpeta,Barpeta,1121,84,1024,13
628,TG,Telangana,TG_Narayanpet,Narayanpet,1107,1106,0,1
629,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,1086,31,1038,17
630,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,1061,175,877,9
631,MP,Madhya Pradesh,MP_Panna,Panna,1044,64,976,4
632,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,1038,29,1004,5
633,GJ,Gujarat,GJ_Tapi,Tapi,1030,16,1008,6
634,AR,Arunachal Pradesh,AR_West Siang,West Siang,1029,2,1024,3
635,GJ,Gujarat,GJ_Botad,Botad,1028,69,947,12
636,MP,Madhya Pradesh,MP_Dindori,Dindori,948,16,931,1
637,AS,Assam,AS_Nalbari,Nalbari,948,103,828,17
638,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,921,11,906,4
639,JH,Jharkhand,JH_Pakur,Pakur,900,0,898,2
640,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,863,14,846,3
641,MH,Maharashtra,MH_Other State,Other State,855,785,0,69
642,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,844,3,814,27
643,AS,Assam,AS_Dhemaji,Dhemaji,765,317,440,8
644,AS,Assam,AS_Udalguri,Udalguri,758,84,666,8
645,MN,Manipur,MN_Kakching,Kakching,755,721,27,7
646,GJ,Gujarat,GJ_Porbandar,Porbandar,701,11,686,4
647,AS,Assam,AS_Baksa,Baksa,687,233,447,7
648,AS,Assam,AS_Goalpara,Goalpara,658,38,568,10
649,AS,Assam,AS_Morigaon,Morigaon,638,72,557,9
650,MP,Madhya Pradesh,MP_Niwari,Niwari,636,21,613,2
651,AS,Assam,AS_Karbi Anglong,Karbi Anglong,632,69,552,11
652,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,627,25,592,10
653,MN,Manipur,MN_Kangpokpi,Kangpokpi,611,583,19,9
654,NL,Nagaland,NL_Mon,Mon,603,0,592,2
655,AR,Arunachal Pradesh,AR_Tirap,Tirap,586,1,583,2
656,AR,Arunachal Pradesh,AR_Lohit,Lohit,568,1,567,0
657,MN,Manipur,MN_Ukhrul,Ukhrul,534,514,18,2
658,AS,Assam,AS_Sivasagar,Sivasagar,529,21,473,35
659,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,526,0,526,0
660,NL,Nagaland,NL_Peren,Peren,502,3,498,0
661,SK,Sikkim,SK_South Sikkim,South Sikkim,486,413,73,0
662,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,478,1,476,1
663,AR,Arunachal Pradesh,AR_Tawang,Tawang,477,30,445,2
664,MN,Manipur,MN_Senapati,Senapati,475,453,21,1
665,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,474,3,471,0
666,AS,Assam,AS_Biswanath,Biswanath,467,80,379,8
667,CT,Chhattisgarh,CT_Other State,Other State,454,61,338,55
668,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,441,0,439,2
669,AP,Andhra Pradesh,AP_Foreign Evacuees,Foreign Evacuees,434,0,434,0
670,AR,Arunachal Pradesh,AR_Namsai,Namsai,429,4,421,4
671,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,428,0,428,0
672,AS,Assam,AS_Kokrajhar,Kokrajhar,408,43,353,12
673,MZ,Mizoram,MZ_Lunglei,Lunglei,390,15,375,0
674,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,381,0,380,1
675,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,360,1,359,0
676,MN,Manipur,MN_Chandel,Chandel,348,335,4,9
677,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,339,1,337,1
678,MN,Manipur,MN_Noney,Noney,321,302,18,1
679,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,318,11,307,0
680,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,312,3,309,0
681,AR,Arunachal Pradesh,AR_East Kameng,East Kameng,304,0,304,0
682,MZ,Mizoram,MZ_Kolasib,Kolasib,286,5,281,0
683,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,286,1,285,0
684,AS,Assam,AS_Chirang,Chirang,280,53,219,8
685,AR,Arunachal Pradesh,AR_Lepa Rada,Lepa Rada,277,0,277,0
686,MN,Manipur,MN_Tengnoupal,Tengnoupal,276,262,13,1
687,MN,Manipur,MN_Jiribam,Jiribam,265,263,2,0
688,MN,Manipur,MN_Kamjong,Kamjong,251,234,17,0
689,TG,Telangana,TG_Other State,Other State,250,250,0,0
690,AR,Arunachal Pradesh,AR_Longding,Longding,249,1,248,0
691,NL,Nagaland,NL_Tuensang,Tuensang,244,0,243,1
692,AS,Assam,AS_Dima Hasao,Dima Hasao,237,36,199,2
693,AR,Arunachal Pradesh,AR_Anjaw,Anjaw,204,0,204,0
694,GA,Goa,GA_Other State,Other State,200,9,190,1
695,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,198,3,193,2
696,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,197,0,196,1
697,RJ,Rajasthan,RJ_Other State,Other State,189,0,150,39
698,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0
699,MZ,Mizoram,MZ_Serchhip,Serchhip,178,3,174,1
700,NL,Nagaland,NL_Mokokchung,Mokokchung,178,46,124,2
701,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,173,5,167,1
702,AS,Assam,AS_Majuli,Majuli,165,79,80,6
703,GJ,Gujarat,GJ_Other State,Other State,162,0,159,3
704,GJ,Gujarat,GJ_Dang,Dang,149,8,141,0
705,NL,Nagaland,NL_Zunheboto,Zunheboto,142,0,139,0
706,AR,Arunachal Pradesh,AR_Siang,Siang,133,1,131,1
707,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0
708,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,129,0,129,0
709,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0
710,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,117,1,114,2
711,AR,Arunachal Pradesh,AR_Kurung Kumey,Kurung Kumey,117,0,117,0
712,AS,Assam,AS_Charaideo,Charaideo,113,-3,105,11
713,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,104,0,104,0
714,MZ,Mizoram,MZ_Champhai,Champhai,94,2,92,0
